true_X_mm,true_Y_mm,pred_X_mm,pred_Y_mm,error_m
10799.999954643587,1200.0000626291128,9175.328294538998,1362.0686246091525,1.6327351965120604
15599.99989488135,1200.0000626291128,19371.55042867913,2380.1384495165876,3.951875509324109
2399.9998123164623,1200.0000626291128,2078.159176823934,207.18842403819872,1.0436744436728393
7200.0002463763,1200.0000626291128,7424.372750038453,909.2483095044661,0.3672595844149996
11999.999939703028,3599.9999848848324,7307.427781792515,6255.180668990757,5.391680435860988
20400.00008203015,3599.9999848848324,21370.572800679292,1633.2982341480233,2.1931546180188066
22800.000052149033,3599.9999848848324,18753.15729227496,1990.1407498604822,4.355293684671379
25200.000022267915,3599.9999848848324,25365.54695902428,2561.172839044646,1.051935182035416
7200.0002463763,3599.9999848848324,10201.083901566013,1520.7445194447253,3.651000738976836
